subject_id,session_id,name,session_type,stage,image_set,session_number,session_date,session_time,age_days,genotype,sex,date_of_birth,rig,project_name,processed_stamp,_id,in_capsule
788406,multiplane-ophys_788406_2025-06-13_09-35-46,multiplane-ophys_788406_2025-06-13_09-35-46_processed_2026-08-19_00-39-27,TRAINING_1_gratings,TRAINING_1,,8,2025-06-13,09:35:46.659299,146,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-39-27,79a6d5ef-64ef-4c05-b955-b2d4d9748212,True
788406,multiplane-ophys_788406_2025-06-14_10-03-45,multiplane-ophys_788406_2025-06-14_10-03-45_processed_2026-08-19_00-39-12,TRAINING_1_gratings,TRAINING_1,,9,2025-06-14,10:03:45.250944,147,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-39-12,135d6d1e-d2ec-42d2-8fd2-5f055b7c9e3c,True
788406,multiplane-ophys_788406_2025-06-17_09-08-48,multiplane-ophys_788406_2025-06-17_09-08-48_processed_2026-08-19_00-39-24,TRAINING_1_gratings,TRAINING_1,,10,2025-06-17,09:08:48.040950,150,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-39-24,06257b4a-002e-4fa6-b0ad-5e1f563ff150,True
788406,multiplane-ophys_788406_2025-06-18_12-47-45,multiplane-ophys_788406_2025-06-18_12-47-45_processed_2026-08-19_00-39-09,TRAINING_1_gratings,TRAINING_1,,11,2025-06-18,12:47:45.705974,151,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-39-09,ac261060-d0b6-49a5-80cf-653e17073f16,True
788406,multiplane-ophys_788406_2025-06-20_10-38-42,multiplane-ophys_788406_2025-06-20_10-38-42_processed_2026-08-19_00-39-59,TRAINING_1_gratings,TRAINING_1,,12,2025-06-20,10:38:42.496123,153,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-39-59,5ffa6717-6c1c-47dd-81aa-c183b41c465f,True
788406,multiplane-ophys_788406_2025-06-25_12-18-34,multiplane-ophys_788406_2025-06-25_12-18-34_processed_2026-08-19_00-39-31,TRAINING_2_gratings_flashed,TRAINING_2,,13,2025-06-25,12:18:34.432083,158,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-39-31,143af111-2704-4dd2-9f7f-d9e8b836d4a9,True
788406,multiplane-ophys_788406_2025-06-26_12-16-41,multiplane-ophys_788406_2025-06-26_12-16-41_processed_2026-08-19_00-39-32,TRAINING_2_gratings_flashed,TRAINING_2,,14,2025-06-26,12:16:41.317601,159,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-39-32,00d0f1f1-424f-4344-b727-64a37c2d9aab,True
788406,multiplane-ophys_788406_2025-07-01_11-50-55,multiplane-ophys_788406_2025-07-01_11-50-55_processed_2026-08-19_00-39-19,TRAINING_3_images_A_10uL_reward,TRAINING_3,A,15,2025-07-01,11:50:55.728444,164,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-39-19,540ec06c-5cc8-4a43-96c5-c507b0127907,True
788406,multiplane-ophys_788406_2025-07-02_12-17-09,multiplane-ophys_788406_2025-07-02_12-17-09_processed_2026-08-19_00-39-49,TRAINING_3_images_A_10uL_reward,TRAINING_3,A,16,2025-07-02,12:17:09.740716,165,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,Learning mFISH-V1omFISH,2026-08-19_00-39-49,7f5bf775-f96f-404e-bda4-960e9c80e9ef,True
788406,multiplane-ophys_788406_2025-07-03_12-12-35,multiplane-ophys_788406_2025-07-03_12-12-35_processed_2026-08-19_00-41-22,TRAINING_3_images_A_10uL_reward,TRAINING_3,A,17,2025-07-03,12:12:35.771511,166,Slc32a1-IRES-Cre/wt;Oi1(TIT2L-jGCaMP8s-WPRE-ICL-IRES-tTA2)/wt,Male,2025-01-18,MESO.2,LearningmFISHTask1A,2026-08-19_00-41-22,4efd6d2f-553e-404d-8f43-37249d678f5e,True
